model,propeller,inches,price,thrust_grams_25%,current_amperes_25%,battery_voltage_volts_25%,temperature_after_test_celsius_25%,thrust_grams_50%,current_amperes_50%,battery_voltage_volts_50%,temperature_after_test_celsius_50%,thrust_grams_75%,current_amperes_75%,battery_voltage_volts_75%,temperature_after_test_celsius_75%,thrust_grams_90%,current_amperes_90%,battery_voltage_volts_90%,temperature_after_test_celsius_90%,thrust_grams_100%,current_amperes_100%,battery_voltage_volts_100%,temperature_after_test_celsius_100%
2807 1300KV,7040,7,619 UAH,,10.2,24.3,45,1700,48.9,22.2,,3655,94.55,19.9,,4500,122.3,18.3,,4500,123.6,18,
